,index,id,station_name,open_date,status_code,fuel_type_code,ev_connector_types,ev_network,groups_with_access_code,access_days_time,street_address,city,zip,state,longitude,latitude,geometry,index_right,Tract,ZIP,County,ApproxLoc,TotPop19,CIscore,CIscoreP,Ozone,OzoneP,PM2_5,PM2_5_P,DieselPM,DieselPM_P,Pesticide,PesticideP,Tox_Rel,Tox_Rel_P,Traffic,TrafficP,DrinkWat,DrinkWatP,Lead,Lead_P,Cleanup,CleanupP,GWThreat,GWThreatP,HazWaste,HazWasteP,ImpWatBod,ImpWatBodP,SolWaste,SolWasteP,PollBurd,PolBurdSc,PolBurdP,Asthma,AsthmaP,LowBirtWt,LowBirWP,Cardiovas,CardiovasP,Educatn,EducatP,Ling_Isol,Ling_IsolP,Poverty,PovertyP,Unempl,UnemplP,HousBurd,HousBurdP,PopChar,PopCharSc,PopCharP,Child_10,Pop_10_64,Elderly65,Hispanic,White,AfricanAm,NativeAm,OtherMult,Shape_Leng,Shape_Area,AAPI,Median HH Income,n_ev,n_roads,n_highways,dist_to_rd,dist_to_hw,n_rd_buffer,n_hw_buffer
308,308,99259,680 Broxton,2018-06-14,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,1036 Broxton Ave,Westwood,90024,CA,-118.446408,34.061656,POINT (-118.446408 34.061656),348,6037265202,90024,Los Angeles,Los Angeles,3981,20.25325044,38.12405446,0.04939042,59.68886123,11.74779166,67.92781581,0.370778244,82.70068451,0.0,0.0,1492.631653,73.19329832,2013.774252,87.3375,440.6380342,52.71637317,29.8647597,23.78071834,13.1,71.7058604,0.8,4.449609829,0.745,79.80145599,0.0,0.0,0.0,0.0,47.67589936,5.821217842,64.03235843,14.71,3.464606181,3.02,9.507313318,11.3,40.47856431,7.6,32.62465199,5.2,38.61144945,33.9,60.01256281,3.6,25.23425299,29.6,89.83523447,33.54022914,3.479211909,25.08825013,8.4652,72.7958,18.739,12.6853,60.6631,0.427,0.0,3.8433,3514.64037447,574771.160619,22.3813,74417.0,5,21,2.0,1.3807563392464728,453.39381103373984,48,3.0
309,309,99260,732 Larchmont,2018-06-14,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,218 N Larchmont,LA,90004,CA,-118.323399,34.07527,POINT (-118.323399 34.07527),1265,6037211000,90020,Los Angeles,Los Angeles,5124,19.79698039,36.92637418,0.04753555,50.98942128,11.97046367,76.90105787,0.151757323,51.63658992,0.0,0.0,1662.838013,75.39384846,1052.104189,61.25,787.9403354,92.53153491,69.13835418,77.92060491,8.1,53.52743561,8.5,42.07205711,0.605,74.90403706,0.0,0.0,0.0,0.0,51.91882343,6.339278028,75.46981954,29.96,24.82552343,3.32,13.24095458,9.38,24.43918245,2.2,6.9476082,11.0,65.62457707,17.3,27.85175879,6.1,58.35502343,14.9,38.09885932,30.10539276,3.122907735,20.12102874,13.5636,72.3068,14.1296,8.2748,54.0203,3.2397,0.039,6.0695,7666.64012626,2660214.10982,28.3568,127197.0,3,67,4.0,15.525788013774699,126.36886347579477,37,1.0
310,310,99261,763 Aiso,2018-06-14,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,101 Judge John,Los Angeles,90012,CA,-118.241043,34.051326,POINT (-118.241043 34.051326),402,6037207400,90012,Los Angeles,Los Angeles,1539,51.77958098,89.77559254,0.04791979,53.72744244,12.62517064,91.92283759,1.054895821,98.41941506,0.168341892,29.79310345,2025.671285,79.55738935,1934.587646,85.9625,787.9403354,92.53153491,-999.0,-999.0,37.15,92.45987309,40.05,86.1032708,2.135,93.07743216,7.0,66.73666527,15.0,96.0137457,79.61789654,9.721329353,99.9751089,30.75,26.3334995,-999.0,-999.0,10.73,35.90478564,11.3,46.22880283,23.8,91.21667343,34.2,60.45226131,10.6,88.40447683,-999.0,-999.0,51.34734809,5.326388923,52.58446798,2.2092,93.6972,4.0936,44.6394,15.0747,25.731,0.7147,1.6894,4622.08076324,875327.76508,12.1508,87000.0,28,59,16.0,79.40918702246557,79.8117144985853,87,22.0
311,311,99265,702 Hollywood Vine,2018-06-14,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,1627 Vine St,Los Angeles,90028,CA,-118.327418,34.100583,POINT (-118.327418 34.100583),1522,6037190700,90028,Los Angeles,Los Angeles,2685,39.91099295,74.84871407,0.05022962,62.5264468,11.90677464,73.40385812,0.285299133,74.76042315,0.0,0.0,1403.615011,71.50537634,1400.536652,75.45,787.9403354,92.53153491,54.20945275,57.47952111,5.9,44.77416947,39.4,85.67159223,0.685,77.80277962,0.0,0.0,0.75,25.72737686,57.90315791,7.06996408,87.64156814,60.77,69.9775673,2.92,8.288426995,13.63,58.13808574,10.3,43.06504682,18.0,83.35363378,40.4,69.72361809,5.2,46.99375325,22.9,73.72623574,54.42024211,5.64514791,56.77004539,3.7244,77.9888,18.2868,22.4953,55.7169,5.8101,0.298,8.7896,3810.85621026,642639.222612,6.8901,43877.0,9,40,3.0,81.97709655081748,81.5558608802096,83,6.0
312,312,99291,JWPCP,2018-06-14,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,24501 S. Figueroa Street,Carson,90745,CA,-118.283738,33.800588,POINT (-118.283738 33.800588),1459,6037543604,90745,Los Angeles,Carson,5226,39.16825372,73.72667675,0.03975537,20.84629745,11.94113985,75.22090853,0.354618175,81.58058494,64.96919987,73.89655172,20189.56706,99.53738435,1638.329168,80.8625,316.1323339,29.37429749,51.89138127,54.19029616,1.4,19.91414707,5.8,32.92379213,3.02,96.13500993,0.0,0.0,0.0,0.0,52.89059833,6.45793155,77.87181083,67.35,76.63260219,7.23,91.86553759,18.5,82.71435693,14.7,54.61908378,6.0,43.2940858,17.5,28.41708543,4.2,33.57626236,7.7,6.096324461,58.46903364,6.065139188,63.17448311,9.9885,70.6468,19.3647,31.3816,8.209,7.7306,0.0,4.5733,6881.73113075,2626557.88823,48.1056,98704.0,2,142,20.0,8.838016996039524,312.14062903870473,71,21.0
313,313,99294,Joint Administration Office,2018-06-14,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,1955 Workman Mill Rd.,Whittier,90601,CA,-118.020892,34.033257,POINT (-118.020892 34.033257),475,6037408302,91746,Los Angeles,Industry,3836,40.1793701,75.27735754,0.05535282,72.83136279,12.03229985,80.12445551,0.458340449,87.95270691,9.114580658,59.51724138,2682.113322,83.47086772,3681.798287,98.15,822.3894968,95.34157612,46.46819753,46.45242596,12.0,68.94363568,0.9,4.516021916,0.445,65.17538054,5.0,51.21797564,2.0,52.89805269,68.17012413,8.323558616,97.58556316,40.19,41.82452642,4.27,32.97408263,14.63,64.30707876,26.8,76.04403948,9.9,61.53742049,24.8,44.07035176,3.2,19.58615305,13.8,32.26869455,46.53494723,4.827186539,45.14624307,10.7925,73.4619,15.7456,75.5474,7.1429,0.0,0.0,1.2774,9934.77101238,3370479.00169,16.0323,85968.0,2,128,14.0,83.1060576697774,243.01457895743036,77,8.0
314,314,99387,7009 Sunset Blvd,2018-06-20,T,ELEC,['J1772'],SHELL_RECHARGE,TEMPORARILY UNAVAILABLE (Public),24 hours daily,7009 Sunset Blvd,Los Angeles,90028,CA,-118.34183,34.098032,POINT (-118.34183 34.098032),628,6037190100,90028,Los Angeles,Los Angeles,4453,43.05592697,79.58900656,0.05022962,62.5264468,11.92094307,74.12570006,0.276779529,73.8643435,0.0,0.0,1400.177002,71.41785446,1584.225836,79.775,787.9403354,92.53153491,45.20842324,44.61247637,7.0,50.31728257,39.0,85.50556201,0.385,59.78821972,0.0,0.0,0.75,25.72737686,56.32700909,6.877516621,84.99066584,49.78,56.23130608,5.33,60.57223505,11.53,42.48504487,5.8,25.05694761,10.1,62.24116931,40.0,69.15829146,13.7,95.28891202,27.7,86.28643853,60.35127356,6.260388646,66.09934443,1.9313,90.7703,7.2985,23.2203,50.3032,8.1743,0.4267,4.7833,3352.7348794,601350.245194,13.0923,53778.0,10,40,5.0,8.681015005145328,8.024878595447857,124,12.0
315,315,99714,Soledad MetroLink Train Station,2018-06-01,E,ELEC,"['CHADEMO', 'J1772COMBO']",EV Connect,Public,0,22122 Soledad Canyon Rd,Santa Clarita,91351,CA,-118.524156,34.415081,POINT (-118.524156 34.415081),2181,6037920013,91350,Los Angeles,Santa Clarita,7174,19.16483604,35.55219365,0.06464682,93.62787803,9.905727034,48.16428127,0.277903894,73.97635345,0.0,0.0,271.9896647,39.82245561,1352.386471,73.85,656.788925,72.19932559,14.91352296,7.448015123,31.4,89.34303845,4.5,27.76025237,0.605,74.90403706,5.0,51.21797564,4.0,70.42382589,55.00063438,6.715566534,82.41443684,27.23,20.41375872,3.03,9.635617141,10.4,33.07577268,10.7,44.34320425,4.9,36.97388009,13.2,17.71356784,4.9,43.0895367,12.9,27.78200253,27.51107723,2.853792893,16.47755925,15.0265,69.7379,15.2356,33.0081,42.3752,4.1539,0.2648,3.4709,13385.8867726,8310512.85944,16.727,131298.0,3,201,4.0,7.222098012429643,7.12985190403641,20,2.0
316,316,100011,Milan Capital Management,2018-07-31,E,ELEC,['J1772'],Blink Network,Public,0,6415 Agnes Ave.,North Hollywood,91606,CA,-118.395935,34.187004,POINT (-118.395935 34.187004),432,6037123901,91606,Los Angeles,Los Angeles,4696,44.01162085,80.84972264,0.06133785,84.57996266,11.49534692,60.70939639,0.186224801,59.57685128,0.0,0.0,1034.570669,64.30357589,2012.719883,87.275,726.638249,83.12726364,63.11487988,70.2205419,37.5,92.64650989,5.0,30.88162045,0.24,41.07213766,0.0,0.0,1.2,37.57159221,55.96084,6.832807448,84.2688239,67.61,76.85692921,4.21,31.48575828,19.2,84.89531406,23.3,70.39989876,12.6,70.30721343,33.0,58.61809045,2.4,9.721499219,29.6,89.83523447,62.09452722,6.441220712,68.86031266,10.6261,80.8135,8.5605,51.4693,28.833,6.9208,0.0,1.5332,4579.60081661,1292621.07603,11.2436,66771.0,36,50,5.0,44.27428046008571,43.62005742059987,70,5.0
317,317,100037,7758 W Sunset,2018-08-01,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,7758 W Sunset Blvd,Los Angeles,90046,CA,-118.358974,34.097969,POINT (-118.358974 34.097969),1243,6037189800,90046,Los Angeles,Los Angeles,3833,27.76390056,54.43772063,0.05022962,62.5264468,11.74297298,67.7535781,0.15600866,52.70690728,0.0,0.0,1407.50765,71.59289822,1295.247482,72.125,787.9403354,92.53153491,55.23471633,59.14303718,9.0,58.17469205,9.3,44.29686203,0.235,40.92653872,0.0,0.0,0.0,0.0,49.42482306,6.034761078,68.93590541,27.24,20.46360917,4.15,30.12573775,13.36,56.4556331,0.0,0.0,7.4,50.5210448,29.4,52.87688442,8.8,80.38781884,25.4,81.31812421,44.35121723,4.60066276,41.70448815,6.2092,77.8502,15.9405,15.2361,71.5106,5.5048,0.0,5.4266,3853.85081391,728189.796576,2.3219,69616.0,3,37,3.0,12.784104120591493,13.426215725439173,110,12.0
318,318,100063,16851 Victory Blvd,2018-08-02,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,16851 Victory Blvd,Los Angeles,91406,CA,-118.500468,34.186875,POINT (-118.500468 34.186875),1300,6037132101,91406,Los Angeles,Los Angeles,4645,42.82432646,79.23600605,0.06236471,88.69943995,12.59506202,91.73615432,0.116455276,42.31487243,0.0,0.0,734.8570048,59.02725681,1154.54112,66.6375,726.638249,83.12726364,67.85209319,76.357908,7.0,50.31728257,0.0,0.0,0.52,70.48312376,13.0,91.87316254,0.0,0.0,56.50327086,6.899038148,85.31425016,70.82,79.0004985,4.71,44.21349756,18.08,80.89481555,16.1,57.92204505,9.8,61.09081066,32.9,58.50502513,5.2,46.99375325,14.1,33.7008872,59.8393874,6.207289414,65.44377206,12.6588,78.4715,8.8698,48.3531,26.5877,9.042,0.3229,7.2551,3623.47340704,810571.794313,8.4392,73550.0,1,23,1.0,33.28597620362869,32.63081957642608,16,3.0
319,319,100064,4940 Van Nuys Blvd,2018-08-02,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,4940 Van Nuys Blvd,Los Angeles,91403,CA,-118.448639,34.160626,POINT (-118.448639 34.160626),1081,6037128702,91423,Los Angeles,Los Angeles,5810,26.95685788,52.93746848,0.05938691,79.98755445,11.66487781,64.94088363,0.297388175,76.12943373,0.0,0.0,1069.168335,65.21630408,3425.339054,97.525,726.638249,83.12726364,41.08784303,38.67674858,0.0,0.0,1.0,6.973269135,0.285,47.41230973,4.0,43.78412432,0.0,0.0,48.67824589,5.943604154,66.93217175,24.51,15.52841476,5.53,65.17834231,12.08,46.58524427,6.5,28.08149835,1.8,14.27798078,19.3,32.78894472,7.1,68.40187402,25.5,81.52091255,43.7224546,4.535439639,40.75895108,7.0396,75.5422,17.4182,21.6007,56.6265,9.4664,0.0,4.3718,5186.76289496,1660106.59317,7.9346,76202.0,12,50,5.0,6.530844793129156,7.892057995129929,56,4.0
320,320,100065,7255 Winnetka Ave,2018-08-02,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,7255 Winnetka Ave,Los Angeles,91306,CA,-118.571272,34.202868,POINT (-118.571272 34.202868),969,6037134720,91306,Los Angeles,Los Angeles,5074,50.00936116,87.89712557,0.06133785,84.57996266,12.54060138,91.30056005,0.145822673,50.21779714,0.0,0.0,544.6029866,53.21330333,1103.557438,64.1625,726.638249,83.12726364,57.93142646,62.91115312,7.0,50.31728257,3.0,22.11522497,0.345,55.42025149,4.0,43.78412432,0.0,0.0,52.23517055,6.377903949,76.07965152,79.11,84.57128614,5.41,62.39414935,20.17,87.86141575,22.2,68.55226525,13.6,73.09514143,37.7,65.70351759,8.2,76.69182717,25.1,80.46894804,75.58897849,7.841033913,87.38023197,11.5885,78.38,10.0315,46.5708,19.0579,5.4986,0.0,7.3906,4054.22785603,989514.604461,21.4821,66650.0,1,30,3.0,30.763647679331985,29.40302875158833,46,3.0
321,321,100067,9711 Laurel Canyon Blvd,2018-08-02,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,9711 Laural Canyon Blvd,Los Angeles,91331,CA,-118.418667,34.246052,POINT (-118.418667 34.246052),345,6037104822,91331,Los Angeles,Los Angeles,2839,58.96326919,95.08320726,0.06718273,97.00062228,11.3752253,58.83011823,0.563752311,91.83571873,0.0,0.0,681.1176758,57.6644161,4822.397793,99.575,726.638249,83.12726364,63.54349556,70.9010712,36.0,91.04143337,33.0,82.10194255,0.5,69.39774983,4.0,43.78412432,0.9,26.55211913,67.43634213,8.233963979,97.21219664,81.71,86.29112662,3.81,22.24788299,13.36,56.4556331,54.4,98.11440142,22.1,89.22722967,48.6,80.33919598,5.8,55.0234253,31.5,92.63624842,69.0331572,7.160982164,78.94604135,16.0972,75.3082,8.5946,90.6305,2.3952,1.2328,0.0,0.7397,4212.76233736,609682.680543,5.0018,60515.0,1,33,2.0,0.4569216837855811,0.13533667529273544,63,4.0
322,322,100209,1547 Westwood Blvd,2018-08-03,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,1547 Westwood Blvd,Los Angeles,91403,CA,-118.440145,34.053279,POINT (-118.440145 34.053279),1681,6037265520,90024,Los Angeles,Los Angeles,5059,15.86952161,27.49621785,0.04863521,56.96328563,11.78930596,69.40883634,0.398675031,84.81642813,4.09e-06,0.206896552,1564.220317,74.16854214,3332.664108,97.2,440.6380342,52.71637317,26.73150898,20.03780718,10.9,63.06457633,2.0,14.31180475,0.175,30.16545334,0.0,0.0,4.2,70.90492554,49.85629809,6.087444094,69.96888612,14.36,3.202891326,3.97,25.90454196,7.64,11.07926221,1.9,5.504935459,6.6,46.54215726,14.4,20.60301508,7.1,68.40187402,15.9,43.28263625,25.13124439,2.606926876,13.48966213,10.8717,73.5719,15.5564,4.3289,58.1933,10.2589,0.0,12.1763,4086.94873928,767852.226074,15.0425,104559.0,9,25,4.0,14.805035437833203,14.077076879040746,41,3.0
323,323,100210,4245 Lankershim Blvd,2018-08-03,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,4245 Lankershim Blvd,Los Angeles,90007,CA,-118.364028,34.147195,POINT (-118.364028 34.147195),1858,6037143200,91602,Los Angeles,Los Angeles,4085,31.75695827,61.97680282,0.05605125,74.10080896,11.48698965,60.60983199,0.587921882,92.63223398,0.022711798,16.44827586,1135.692322,66.94173543,2866.135612,95.1625,726.638249,83.12726364,41.0655104,38.6389414,0.0,0.0,11.25,50.14112568,0.375,58.80873594,6.0,58.69382612,4.0,70.42382589,59.84296685,7.306814365,90.59116366,32.94,30.24675972,5.24,58.55786502,9.72,27.33050847,4.1,16.79321691,6.1,43.87603194,21.0,36.28140704,6.5,62.40239459,20.8,66.07097592,41.89825818,4.346211178,37.97276853,5.2387,85.1897,9.5716,16.8666,65.8262,3.4517,0.0,7.0012,4280.13359608,958090.455023,6.8544,75521.0,1,56,10.0,10.316139619070439,9.392405056064295,70,8.0
324,324,100211,10432 Sepulveda,2018-08-03,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,10432 Sepulveda,Los Angeles,91345,CA,-118.467125,34.261249,POINT (-118.467125 34.261249),544,6037109604,91345,Los Angeles,Los Angeles,3195,33.68842427,65.26727181,0.06718273,97.00062228,11.4990414,60.72184194,0.295324473,75.89296826,0.0,0.0,559.0659892,53.75093773,2696.231331,94.0875,726.638249,83.12726364,58.12544064,63.06238185,0.0,0.0,0.0,0.0,0.26,44.72534745,0.0,0.0,0.0,0.0,46.95198281,5.732827775,62.19041693,66.44,75.74775673,4.91,49.91018732,14.99,66.1889332,11.3,46.22880283,6.1,43.87603194,22.1,38.5678392,7.6,72.52732952,16.3,45.5513308,56.64961297,5.876406129,60.46394352,11.831,77.2144,10.9546,68.795,16.6197,0.8451,0.8764,0.939,4373.49653561,1173991.7224,11.9249,92500.0,4,63,5.0,24.257661742426784,12.893564829172465,83,8.0
325,325,100212,11901 Santa Monica Blvd,2018-08-03,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,11901 Santa Monica Blvd,Los Angeles,90007,CA,-118.460902,34.042184,POINT (-118.460902 34.042184),1799,6037267402,90025,Los Angeles,Los Angeles,4872,23.02406929,44.56631367,0.0482775,55.38270068,11.68630169,65.83696329,0.21737024,65.10267579,2.96e-05,0.896551724,1511.11499,73.38084521,1022.60088,59.325,509.700399,61.44623454,25.18816831,18.02142407,22.5,84.21052632,25.0,74.82981903,0.665,77.10125745,0.0,0.0,4.0,70.42382589,53.72039485,6.559249541,79.67641568,18.63,7.390329013,5.52,65.02437773,8.5,17.16101695,4.9,20.85547963,9.8,61.09081066,15.7,23.65577889,3.4,22.56637168,19.5,60.9252218,33.83865355,3.51016822,25.47907211,4.9877,82.5123,12.5,14.4499,62.7053,2.7504,0.0,2.6067,2695.49785665,428733.592707,17.4877,87095.0,2,24,2.0,40.0678492655755,59.31650053481406,43,3.0
326,326,100232,3182 McClintock Ave,2018-08-04,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,3182 McClintock Ave,Los Angeles,90007,CA,-118.286487,34.025824,POINT (-118.286487 34.025824),421,6037221900,90007,Los Angeles,Los Angeles,4248,40.81141725,76.32375189,0.04588368,44.97822029,12.05189368,81.26944617,0.665517118,94.7977598,0.0,0.0,2391.424642,81.98299575,1075.691946,62.6625,787.9403354,92.53153491,60.75347708,66.84310019,0.25,4.124673386,0.0,0.0,0.4,61.57511582,0.0,0.0,0.0,0.0,48.13544904,5.877328767,65.43870566,48.36,54.06281157,1.65,0.975109058,15.22,67.80907278,28.2,77.86636295,26.6,93.5985925,85.4,99.79899497,15.8,97.42321707,34.8,95.96958175,66.94017383,6.943871761,75.79425113,4.5669,89.9011,5.532,26.436,26.2947,9.1102,0.4002,7.7684,3237.78091416,412607.97212,29.9906,17237.0,16,24,4.0,3.05494883909055,108.87829092097822,100,8.0
327,327,100364,312 W 37th St,2018-08-11,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,312 W 37th St,Los Angeles,90007,CA,-118.278951,34.016665,POINT (-118.278951 34.016665),862,6037231100,90007,Los Angeles,Los Angeles,3474,60.76065973,96.18003026,0.04539285,42.56378345,12.08083341,83.11138768,1.035811359,98.34474175,0.0,0.0,2714.563355,83.57089272,1945.209817,86.1375,787.9403354,92.53153491,90.20091093,96.8241966,18.15,79.80589772,0.0,0.0,0.255,43.65320979,0.0,0.0,4.0,70.42382589,61.51586532,7.511074937,92.73179838,41.22,43.58175474,7.12,90.94175006,11.42,41.40079761,46.4,94.46975449,36.8,98.06469076,80.8,99.57286432,-999.0,-999.0,36.6,97.19898606,77.98400402,8.089475906,90.26727181,12.3201,79.1883,8.4917,72.4813,7.1675,16.35,0.0,2.0725,3935.39305583,887669.486099,1.9286,31494.0,8,51,6.0,36.4416779479116,158.60041909891737,77,12.0
328,328,102004,Burbank Town Center - Tesla Supercharger,2015-11-01,E,ELEC,['TESLA'],Tesla,Public,24 hours daily; for Tesla use only,495 North Third Street,Burbank,91502,CA,-118.311702,34.184915,POINT (-118.311702 34.184915),2056,6037310701,91502,Los Angeles,Burbank,2181,41.18976492,76.90368129,0.05938691,79.98755445,11.75527544,68.15183572,0.206558073,63.27317984,0.0,0.0,1368.020691,70.95523881,2027.100551,87.575,787.0135481,87.92306732,33.60688419,28.75866415,55.0,96.7525196,27.3,77.15424207,1.725,91.68762409,6.0,58.69382612,0.8,26.1626575,63.91543632,7.804062079,94.98444306,21.83,11.5777667,5.03,53.15627406,7.56,10.63060818,9.2,38.85092382,29.6,95.47976722,52.6,84.9120603,7.7,73.41228527,30.0,90.54499366,50.88077785,5.277990424,51.72718104,6.9693,60.431,32.5997,11.3251,75.6534,0.0459,0.0,4.9519,3622.18169331,518348.558289,8.0238,30371.0,12,38,4.0,17.129756509528864,227.48486453903433,63,4.0
329,329,102011,Westfield Culver City - Tesla Supercharger,2015-01-01,E,ELEC,['TESLA'],Tesla,Public,24 hours daily; for Tesla use only,6000 Sepulveda Blvd.,Culver City,90230,CA,-118.390162,33.986765,POINT (-118.390162 33.986765),873,6037703001,90056,Los Angeles,Culver City,6503,24.61636654,48.00806858,0.04435661,37.57311761,11.69361957,65.99875544,0.188282274,59.91288114,0.0,0.0,2410.809692,82.10802701,2558.331168,93.15,312.4414681,25.88984638,36.75771394,32.85444234,17.25,78.25681224,49.5,89.98837788,0.695,78.0542687,7.0,66.73666527,7.5,84.74226804,59.64248197,7.282335202,90.32980709,39.43,40.65304088,5.61,67.16705158,9.37,24.21485543,1.5,3.872437358,1.0,6.266071187,7.4,4.912060302,5.4,49.85684539,15.4,40.89987326,32.5865534,3.380284738,23.8401412,12.6403,74.2427,13.117,13.0555,34.5994,23.8967,0.0,5.7819,13019.2647322,4745465.31005,22.6665,109389.0,25,197,26.0,32.68974201610208,155.02017576554613,107,22.0
330,330,102013,Stonewood Center - Tesla Supercharger,2018-07-23,E,ELEC,['TESLA'],Tesla,Public,24 hours daily; for Tesla use only,251 Stonewood Street,Downey,90241,CA,-118.121217,33.934471,POINT (-118.121217 33.934471),1951,6037551000,90241,Los Angeles,Downey,7281,37.61912925,71.50781644,0.04676708,48.45052894,12.15364791,87.14374611,0.210242332,63.95768513,0.543746537,39.0,4144.589681,89.94748687,1309.977729,72.5375,503.1976383,60.84675909,80.64689333,89.84247007,0.0,0.0,22.0,71.09413913,0.58,73.60688286,3.0,33.15833683,5.75,78.1443299,63.04409393,7.697671347,94.20037337,37.69,37.56231306,3.7,20.27200411,15.45,68.98055833,16.1,57.92204505,9.0,57.76153742,26.2,46.82160804,5.2,46.99375325,17.2,50.2661597,47.11232293,4.887079164,45.92788704,14.064,69.6196,16.3164,66.4607,18.0058,2.3623,0.0,1.6756,6464.78966811,2459079.80893,11.4957,96514.0,5,105,3.0,21.331165440796156,21.46568809370319,164,10.0
331,331,102014,The Commons at Gallatin Road - Tesla Supercharger,2018-07-23,E,ELEC,['TESLA'],Tesla,Public,24 hours daily; for Tesla use only,9500 Lakewood Boulevard,Downey,90240,CA,-118.112905,33.953385,POINT (-118.112905 33.953385),2105,6037550500,90240,Los Angeles,Downey,8316,34.18342365,66.25063036,0.04716458,50.54138146,12.15532851,87.16863721,0.4180897,85.93652769,0.0,0.0,3618.608378,87.34683671,2943.798936,95.6,479.797439,57.9368053,61.01451721,67.19596723,0.0,0.0,3.0,22.11522497,1.5,90.29781602,3.0,33.15833683,4.0,70.42382589,58.71019321,7.16850293,89.11014312,34.41,32.36540379,6.1,77.18758019,12.8,52.77916251,23.9,71.19716527,7.3,50.00676682,16.5,25.7160804,1.9,5.570015617,14.7,36.6539924,45.9697598,4.768558231,44.37720625,9.5599,77.381,13.0592,73.0279,14.6825,1.0221,0.0,1.4671,6816.60527462,2669647.31436,9.8004,86674.0,1,156,8.0,53.257075563551915,115.04658885922689,91,4.0
332,332,102051,Hilton Garden Inn Redondo Beach - Tesla Supercharger,2015-02-01,E,ELEC,['TESLA'],Tesla,Public,24 hours daily; for Tesla use only,2410 Marine Avenue,Redondo Beach,90278,CA,-118.367407,33.894227,POINT (-118.367407 33.894227),2017,6037620501,90278,Los Angeles,Redondo Beach,5726,16.37657575,28.7065053,0.04259906,29.89421282,11.99655082,77.95892968,0.288854963,75.15868077,0.60066269,39.72413793,6401.493327,94.61115279,2203.569628,89.825,285.9389586,19.69526664,36.26265182,32.2621298,1.0,17.07726764,24.25,73.75062261,0.31,51.72733289,0.0,0.0,2.5,59.17525773,51.70949126,6.313718612,74.7977598,25.78,17.9336989,4.75,45.34257121,9.84,28.45214357,4.6,19.28625664,2.4,18.90648261,15.0,22.01005025,3.3,21.1087975,10.5,15.85551331,25.00477898,2.593808302,13.31316188,14.635,72.4415,12.9235,15.0716,55.6409,6.5665,0.978,7.8414,6446.67308773,2597460.26595,13.9015,116602.0,6,84,14.0,53.20576167059775,94.51936933597369,36,5.0
333,333,102076,Bridgeport Marketplace - Tesla Supercharger,2018-07-23,E,ELEC,['TESLA'],Tesla,Public,24 hours daily; for Tesla use only,24061 Newhall Ranch Road,Valencia,91355,CA,-118.554099,34.430977,POINT (-118.554099 34.430977),351,6037920114,91355,Los Angeles,Santa Clarita,6518,15.88497706,27.5466465,0.06350576,91.05164904,9.79582903,47.00684505,0.148135305,50.75295582,0.0,0.0,262.6840007,39.19729932,1672.068251,81.4375,599.9920512,68.63994005,16.47101498,8.884688091,0.0,0.0,3.75,25.08716586,1.38,89.50363997,7.0,66.73666527,0.0,0.0,44.33607119,5.413425486,54.98444306,23.95,14.7557328,4.81,47.10033359,9.47,25.21186441,2.3,7.403189066,4.5,34.64609555,10.7,11.67085427,4.3,35.02082249,17.0,49.02408112,28.28782605,2.934366991,17.58698941,16.861,78.0301,5.1089,19.4538,57.7324,2.5468,0.0,3.4213,11099.8111085,2826345.03699,16.8457,120536.0,3,200,6.0,125.47314373478896,1451.861251722796,128,
